timestamp,amount,mule_latitude,mule_longitude,atm_latitude,atm_longitude,distance_to_atm_km,transaction_velocity,historical_hotspot_score,cashout_atm_label,hour,day,day_of_week,spatial_hotspot_score,month,victim_city_Delhi NCR,victim_city_Hyderabad,victim_city_Jammu,victim_city_Jamtara,victim_city_Kolkata,victim_city_Mewat Nuh,victim_city_Mumbai
2026-08-13 16:59:40,30394.44,32.724046,74.779125,32.71721,74.764769,1.54,2.56,0.5199,0,16,13,3,0.049515990038414975,8,False,False,True,False,False,False,False
2026-07-27 23:08:02,7584.84,17.417812,78.537745,17.415585,78.536036,0.306,0.99,0.4243,0,23,27,0,0.07863881314359777,7,False,True,False,False,False,False,False
2026-08-19 11:09:28,40670.89,28.60498,77.196812,28.603578,77.204736,0.788,10.65,0.2543,1,11,19,2,0.17594204742007521,8,True,False,False,False,False,False,False
2026-08-15 22:20:19,13895.18,28.66649,77.17117,28.648446,77.145157,3.23,1.71,0.5246,0,22,15,5,0.17252781503390535,8,True,False,False,False,False,False,False
2026-08-22 14:22:32,19518.87,19.090477,72.873394,19.09258,72.874223,0.249,0.21,0.2622,0,14,22,5,0.11201412456212001,8,False,False,False,False,False,False,True
2026-08-01 23:33:08,13878.87,19.130525,72.831038,19.128791,72.833249,0.301,0.57,0.2557,0,23,1,5,0.11102047705650613,8,False,False,False,False,False,False,True
2026-08-23 15:12:42,206386.52,28.060639,76.949905,28.067472,76.944812,0.908,1.29,0.6153,1,15,23,6,0.1311171022152963,8,False,False,False,False,False,True,False
2026-08-26 04:27:08,26506.71,28.67391,77.25746,28.67513,77.27063,1.29,3.17,0.3704,1,4,26,2,0.16695150066105438,8,True,False,False,False,False,False,False
2026-08-12 03:56:39,8404.46,13.018391,77.585594,13.0072,77.591985,1.422,4.42,0.3663,1,3,12,2,0.09706400068415964,8,False,False,False,False,False,False,False
2026-08-08 00:33:10,66489.51,28.6169,77.2138,28.603756,77.20917,1.527,6.18,0.4261,0,0,8,5,0.17581262715248827,8,True,False,False,False,False,False,False
2026-08-03 10:11:52,7023.89,19.054996,72.852238,18.997228,72.890381,7.559,2.34,0.5755,0,10,3,0,0.1106639261390739,8,False,False,False,False,False,False,True
2026-08-01 11:48:23,33851.88,13.023694,77.638532,13.037913,77.62395,2.231,1.76,0.1845,0,11,1,5,0.09630069240104604,8,False,False,False,False,False,False,False
2026-08-19 07:44:25,3116.18,12.953261,77.587237,12.964569,77.609948,2.759,4.68,0.4395,0,7,19,2,0.09727149545284798,8,False,False,False,False,False,False,False
2026-08-25 18:08:28,6241.62,12.971387,77.64562,12.970104,77.648231,0.316,2.53,0.2837,1,18,25,1,0.09678204250221994,8,False,False,False,False,False,False,False
2026-08-21 00:12:33,33407.89,12.991811,77.569446,12.989366,77.570898,0.314,1.63,0.1574,1,0,21,4,0.09713875994785102,8,False,False,False,False,False,False,False
2026-08-22 17:12:49,60615.94,12.926177,77.560655,12.961966,77.550976,4.108,2.75,0.7094,1,17,22,5,0.0969243437602685,8,False,False,False,False,False,False,False
2026-08-11 15:50:25,32484.07,19.068691,72.83707,19.074989,72.823208,1.614,0.34,0.0385,0,15,11,1,0.1114086882312198,8,False,False,False,False,False,False,True
2026-08-14 18:12:40,23689.49,19.039135,72.900467,19.028177,72.901889,1.225,3.58,0.4782,1,18,14,4,0.11143905673134316,8,False,False,False,False,False,False,True
2026-08-17 06:26:29,19317.87,28.55165,77.248114,28.550716,77.25082,0.283,2.5,0.4603,1,6,17,0,0.17670934954832312,8,True,False,False,False,False,False,False
2026-07-30 21:36:54,5290.28,19.159361,72.85623,19.179246,72.855829,2.208,0.25,0.712,0,21,30,3,0.10963337784303799,7,False,False,False,False,False,False,True
2026-08-12 09:53:05,12187.56,28.080298,77.019633,28.082802,77.0194,0.279,4.1,0.3607,1,9,12,2,0.13888222373958667,8,False,False,False,False,False,True,False
2026-08-03 06:43:47,16208.6,28.638856,77.19727,28.634435,77.19562,0.516,0.93,0.5093,0,6,3,0,0.17378718034964688,8,True,False,False,False,False,False,False
2026-08-12 04:36:21,86062.96,22.656377,88.412246,22.632061,88.4088,2.722,0.55,0.3605,0,4,12,2,0.035252542443804054,8,False,False,False,False,True,False,False
2026-08-25 05:40:49,39260.73,12.946267,77.578978,12.936347,77.570724,1.418,1.14,0.7317,1,5,25,1,0.09697231829760908,8,False,False,False,False,False,False,False
2026-08-14 04:52:33,3868.63,28.563489,77.220594,28.561143,77.205956,1.451,3.27,0.3282,1,4,14,4,0.17826260818445627,8,True,False,False,False,False,False,False
2026-08-19 01:27:09,38426.11,13.042082,77.641888,13.024368,77.641129,1.968,0.22,0.4186,0,1,19,2,0.09636849690444589,8,False,False,False,False,False,False,False
2026-08-16 17:57:56,17613.3,28.576638,77.204253,28.597569,77.223971,3.015,5.35,0.5445,0,17,16,6,0.17572455157730166,8,True,False,False,False,False,False,False
2026-08-09 22:54:43,12776.79,17.368566,78.462986,17.367498,78.462594,0.126,2.0,0.4665,1,22,9,6,0.07900541698803278,8,False,True,False,False,False,False,False
2026-08-09 09:21:15,52724.94,12.948794,77.584317,12.940609,77.574032,1.436,1.55,0.2046,1,9,9,6,0.09705491358026917,8,False,False,False,False,False,False,False
2026-08-01 15:54:46,83625.14,28.112691,77.010954,28.087768,76.986245,3.675,10.44,0.8052,1,15,1,5,0.1375836695575268,8,False,False,False,False,False,True,False
2026-08-19 21:51:19,74937.38,32.653755,74.874018,32.649515,74.893476,1.878,3.26,0.8577,1,21,19,2,0.04964541178671598,8,False,False,True,False,False,False,False
2026-08-15 13:13:08,10687.83,19.100886,72.88229,19.108372,72.871543,1.4,0.65,0.358,0,13,15,5,0.11183784155718948,8,False,False,False,False,False,False,True
2026-08-10 16:55:20,19146.33,17.40361,78.524467,17.396673,78.535639,1.412,6.35,0.2198,1,16,10,0,0.07877328050577442,8,False,True,False,False,False,False,False
2026-08-03 00:26:26,38730.77,17.41961,78.475185,17.420838,78.477293,0.261,3.45,0.6379,1,0,3,0,0.0789250593681368,8,False,True,False,False,False,False,False
2026-08-25 17:47:19,78676.49,13.005398,77.540841,13.011776,77.553277,1.52,1.53,0.641,0,17,25,1,0.0966574103218291,8,False,False,False,False,False,False,False
2026-08-24 11:27:12,15881.47,28.632056,77.193426,28.655076,77.182586,2.765,1.86,0.189,0,11,24,0,0.172080252790132,8,True,False,False,False,False,False,False
2026-08-08 05:06:22,21933.6,12.959373,77.633238,12.959229,77.629951,0.356,5.97,0.0735,1,5,8,5,0.09706338275581769,8,False,False,False,False,False,False,False
2026-08-18 15:27:56,7966.75,28.616245,77.26007,28.635443,77.212714,5.083,0.65,0.3794,0,15,18,1,0.17331124916534077,8,True,False,False,False,False,False,False
2026-08-08 08:43:59,7216.84,12.945531,77.632764,12.938293,77.625251,1.143,4.03,0.8854,1,8,8,5,0.09694309876580687,8,False,False,False,False,False,False,False
2026-08-04 18:57:09,65760.75,19.083747,72.957267,19.084524,72.957896,0.109,0.87,0.2332,1,18,4,1,0.11065352014213291,8,False,False,False,False,False,False,True
2026-07-31 08:02:57,119594.73,19.044394,72.848857,19.039873,72.853662,0.711,2.82,0.0479,1,8,31,4,0.11165089276797653,7,False,False,False,False,False,False,True
2026-08-19 20:03:16,24854.37,28.61938,77.266819,28.622425,77.268814,0.39,5.62,0.7337,1,20,19,2,0.171678097772662,8,True,False,False,False,False,False,False
2026-07-30 04:22:13,81136.34,28.596294,77.247422,28.591127,77.234499,1.384,0.38,0.78,1,4,30,3,0.1756737120183388,7,True,False,False,False,False,False,False
2026-08-16 10:52:44,40046.62,28.581198,77.207359,28.593962,77.183308,2.739,2.04,0.7554,1,10,16,6,0.17695496631084615,8,True,False,False,False,False,False,False
2026-08-22 18:54:28,13231.67,28.65591,77.118255,28.65338,77.112704,0.609,6.85,0.4905,1,18,22,5,0.1711423905919246,8,True,False,False,False,False,False,False
2026-08-16 13:35:08,40036.03,19.107726,72.866853,19.100069,72.880414,1.657,1.27,0.5049,0,13,16,6,0.11194932352763037,8,False,False,False,False,False,False,True
2026-07-27 11:18:43,146069.85,19.078276,72.875835,19.098863,72.897331,3.21,7.01,0.5859,0,11,27,0,0.11188063473812006,7,False,False,False,False,False,False,True
2026-08-21 18:15:50,25863.59,12.901886,77.544472,12.891034,77.563541,2.389,0.88,0.1182,0,18,21,4,0.09590160581962393,8,False,False,False,False,False,False,False
2026-08-07 08:44:57,150408.17,28.578741,77.204697,28.592262,77.203779,1.504,1.75,0.1834,0,8,7,4,0.17669296786786687,8,True,False,False,False,False,False,False
2026-08-09 00:13:22,1507.61,19.072923,72.87425,19.072799,72.851733,2.362,2.06,0.6911,1,0,9,6,0.11191991229802757,8,False,False,False,False,False,False,True
2026-08-16 11:43:04,66442.54,28.632819,77.220599,28.612512,77.223197,2.268,1.99,0.6287,0,11,16,6,0.17475142137818062,8,True,False,False,False,False,False,False
2026-08-22 21:09:51,29606.58,28.633483,77.169955,28.633314,77.160642,0.908,5.7,0.313,1,21,22,5,0.1740728257989876,8,True,False,False,False,False,False,False
2026-08-16 01:26:39,19362.47,19.085272,72.868432,19.076646,72.874063,1.125,1.69,0.7736,1,1,16,6,0.11207323878872676,8,False,False,False,False,False,False,True
2026-08-23 08:41:11,29760.49,28.615121,77.171274,28.611881,77.1796,0.887,1.86,0.1269,0,8,23,6,0.17576650339957148,8,True,False,False,False,False,False,False
2026-07-28 17:04:41,3022.0,28.097884,77.011051,28.095678,77.044519,3.286,5.56,0.2735,0,17,28,1,0.14218303205400587,7,False,False,False,False,False,True,False
2026-08-09 12:48:11,21128.14,17.359867,78.434417,17.362042,78.420728,1.47,5.67,0.4898,1,12,9,6,0.0783654225974802,8,False,True,False,False,False,False,False
2026-07-29 20:13:01,39847.85,19.142223,72.862272,19.128542,72.854726,1.712,1.96,0.2777,0,20,29,2,0.11134931388447834,7,False,False,False,False,False,False,True
2026-07-29 12:06:27,136719.06,28.6552,77.220057,28.682539,77.215985,3.06,1.59,0.1264,0,12,29,2,0.1686759693602384,7,True,False,False,False,False,False,False
2026-08-09 19:22:15,15212.96,28.637209,77.18705,28.586921,77.211882,6.084,1.36,0.2765,0,19,9,6,0.17678432463412153,8,True,False,False,False,False,False,False
2026-08-13 18:27:30,11055.21,28.568529,77.202873,28.560788,77.206878,0.944,5.89,0.4578,1,18,13,3,0.1782516721020813,8,True,False,False,False,False,False,False
2026-08-09 06:00:28,15491.82,28.566595,77.209894,28.56113,77.164099,4.505,5.58,0.4097,0,6,9,6,0.17884177876264554,8,True,False,False,False,False,False,False
2026-08-06 14:00:26,73639.9,19.074713,72.911839,19.069828,72.910151,0.57,1.26,0.5197,1,14,6,3,0.11183924137408173,8,False,False,False,False,False,False,True
2026-08-07 03:14:10,38623.89,12.95106,77.595759,12.950548,77.594876,0.111,0.76,0.4436,1,3,7,4,0.09724003848535336,8,False,False,False,False,False,False,False
2026-07-30 04:39:59,15021.89,23.917123,86.789775,23.917632,86.784677,0.52,2.15,0.0719,1,4,30,3,0.05287068128106847,7,False,False,False,True,False,False,False
2026-08-11 21:59:12,47315.55,22.576772,88.375881,22.602478,88.377357,2.857,3.24,0.4033,0,21,11,1,0.03557447913716471,8,False,False,False,False,True,False,False
2026-08-24 16:59:40,29935.05,32.651253,74.877249,32.696799,74.849818,5.668,2.39,0.1947,0,16,24,0,0.050269143358236824,8,False,False,True,False,False,False,False
2026-08-26 02:47:58,78081.58,28.102849,76.977652,28.116904,76.977309,1.56,0.91,0.5773,0,2,26,2,0.14134045130247233,8,False,False,False,False,False,True,False
2026-08-01 04:56:22,12428.43,12.991979,77.561843,13.001387,77.566337,1.152,0.27,0.161,0,4,1,5,0.09697843136015762,8,False,False,False,False,False,False,False
2026-07-28 06:00:13,18761.68,17.404082,78.490468,17.329076,78.541102,9.904,2.31,0.593,0,6,28,1,0.07823485728289074,7,False,True,False,False,False,False,False
2026-08-05 20:07:29,17477.7,28.541686,77.250526,28.568378,77.271165,3.582,1.04,0.4908,0,20,5,2,0.17468920173860586,8,True,False,False,False,False,False,False
2026-08-07 12:58:34,5378.33,22.498498,88.353673,22.483567,88.358997,1.745,3.72,0.1914,0,12,7,4,0.035079949572430186,8,False,False,False,False,True,False,False
2026-08-20 22:28:07,37262.11,17.376496,78.517817,17.392992,78.51684,1.834,0.34,0.2898,0,22,20,3,0.07901011525372414,8,False,True,False,False,False,False,False
2026-08-13 19:42:02,35852.22,12.946353,77.633549,12.948015,77.639363,0.655,7.17,0.4732,1,19,13,3,0.0968464789312318,8,False,False,False,False,False,False,False
2026-08-04 02:51:12,27054.94,28.057814,77.054918,28.048336,77.045519,1.398,0.37,0.4441,0,2,4,1,0.1343344884703259,8,False,False,False,False,False,True,False
2026-08-08 14:36:47,20784.32,28.527805,77.162721,28.546228,77.094053,7.002,1.1,0.5311,0,14,8,5,0.17777926444593156,8,True,False,False,False,False,False,False
2026-08-22 16:19:06,5670.84,12.936312,77.638771,12.938565,77.638751,0.25,0.6,0.5162,0,16,22,5,0.09675644459030726,8,False,False,False,False,False,False,False
2026-08-08 03:19:17,16937.58,23.958625,86.842413,23.988328,86.851063,3.412,11.39,0.3922,0,3,8,5,0.05277502081128954,8,False,False,False,True,False,False,False
2026-08-16 08:29:59,18453.59,12.962153,77.613942,12.958786,77.615083,0.394,0.22,0.2042,0,8,16,6,0.09721691781283184,8,False,False,False,False,False,False,False
2026-08-01 07:41:12,11131.06,17.336869,78.476827,17.326975,78.475623,1.106,0.64,0.3447,0,7,1,5,0.07861194405130134,8,False,True,False,False,False,False,False
2026-07-31 13:49:36,22529.61,12.931488,77.590753,12.927831,77.591716,0.419,0.67,0.4327,0,13,31,4,0.09695961254134906,7,False,False,False,False,False,False,False
2026-08-20 15:04:41,41959.32,19.062357,72.885244,19.060826,72.878565,0.721,3.95,0.3629,1,15,20,3,0.11202404146846703,8,False,False,False,False,False,False,True
2026-07-28 23:23:41,214229.79,32.693433,74.876019,32.673261,74.847632,3.471,5.32,0.3655,0,23,28,1,0.05007548164173114,7,False,False,True,False,False,False,False
2026-08-12 13:09:08,32598.96,23.975595,86.76761,23.985888,86.76479,1.178,7.9,0.6149,1,13,12,2,0.05292643035778367,8,False,False,False,True,False,False,False
2026-07-28 01:46:12,35714.26,28.636271,77.172297,28.633377,77.16965,0.412,0.49,0.3473,1,1,28,1,0.17409698690362532,7,True,False,False,False,False,False,False
2026-08-25 10:26:58,24787.86,12.989735,77.642117,12.989227,77.647635,0.6,0.56,0.6277,1,10,25,1,0.09672972936972216,8,False,False,False,False,False,False,False
2026-08-10 19:42:10,3259.57,19.032249,72.896979,19.03834,72.89048,0.96,14.79,0.1266,1,19,10,0,0.11172390922795244,8,False,False,False,False,False,False,True
2026-08-22 13:52:56,26129.88,17.398344,78.485007,17.393183,78.489744,0.762,0.31,0.3262,0,13,22,5,0.07913917622730092,8,False,True,False,False,False,False,False
2026-08-06 21:26:50,28745.98,19.090366,72.877971,19.093621,72.875467,0.447,2.55,0.5726,1,21,6,3,0.11200810503515687,8,False,False,False,False,False,False,True
2026-08-08 06:57:57,404160.08,28.165949,77.041934,28.119361,77.00261,6.446,0.86,0.2745,0,6,8,5,0.14357224598674168,8,False,False,False,False,False,True,False
2026-08-07 22:54:50,21772.5,28.185476,77.013906,28.193782,77.009967,0.999,4.73,0.3222,1,22,7,4,0.15450631359893402,8,False,False,False,False,False,True,False
2026-08-11 06:21:14,37485.22,19.125607,72.824982,19.119242,72.821128,0.814,0.23,0.5237,1,6,11,1,0.11094973407553907,8,False,False,False,False,False,False,True
2026-08-16 12:58:26,25895.31,28.595592,77.246013,28.566124,77.227316,3.744,0.58,0.5181,0,12,16,6,0.17728750332615426,8,True,False,False,False,False,False,False
2026-07-28 04:54:09,7438.72,28.583027,77.284463,28.599019,77.264982,2.599,1.11,0.2067,0,4,28,1,0.17350691653826092,7,True,False,False,False,False,False,False
2026-08-18 05:48:48,94570.9,19.067966,72.887953,19.064134,72.894747,0.83,1.76,0.2967,1,5,18,1,0.11198259405306672,8,False,False,False,False,False,False,True
2026-08-10 03:17:17,61520.54,23.939828,86.84969,23.943426,86.841724,0.902,1.61,0.1046,1,3,10,0,0.05289218862842718,8,False,False,False,True,False,False,False
2026-08-12 02:32:58,64224.19,17.468761,78.420438,17.480653,78.39719,2.793,4.31,0.2578,0,2,12,2,0.07644601102528334,8,False,True,False,False,False,False,False
2026-07-31 07:32:20,9893.9,19.11422,72.89825,19.109751,72.895424,0.578,0.49,0.5948,0,7,31,4,0.11176042102793737,7,False,False,False,False,False,False,True
2026-08-13 08:06:21,125878.66,32.751518,74.791823,32.749702,74.778586,1.252,3.13,0.2688,1,8,13,3,0.04969660318870758,8,False,False,True,False,False,False,False
2026-08-12 11:04:55,5755.8,28.64603,77.198532,28.644226,77.199006,0.205,3.11,0.5425,1,11,12,2,0.17287261413230698,8,True,False,False,False,False,False,False
2026-08-18 06:44:48,51304.96,28.668742,77.226446,28.668799,77.223238,0.312,14.36,0.2124,1,6,18,1,0.16989194230553353,8,True,False,False,False,False,False,False
2026-07-29 05:20:14,299389.65,12.996328,77.551845,12.976912,77.566798,2.694,2.71,0.1773,0,5,29,2,0.0971554621812178,7,False,False,False,False,False,False,False
2026-08-16 20:34:11,9049.0,22.564957,88.342752,22.569055,88.339179,0.584,1.21,0.3069,0,20,16,6,0.03561543322160475,8,False,False,False,False,True,False,False
2026-08-05 07:37:22,14430.11,23.992382,86.774374,23.995981,86.774984,0.404,1.18,0.2425,0,7,5,2,0.05293233577166559,8,False,False,False,True,False,False,False
2026-08-15 16:55:36,30019.92,32.755947,74.888292,32.742739,74.833682,5.304,2.85,0.4485,0,16,15,5,0.050275530011625956,8,False,False,True,False,False,False,False
2026-08-08 05:11:33,15462.56,19.031313,72.865218,19.039001,72.884631,2.209,2.71,0.1245,0,5,8,5,0.11175947917650787,8,False,False,False,False,False,False,True
2026-08-12 09:01:13,4886.69,19.172031,72.865243,19.137305,72.86335,3.86,3.38,0.1568,0,9,12,2,0.11120238963030382,8,False,False,False,False,False,False,True
2026-08-18 11:13:17,29010.68,12.947059,77.617176,12.948154,77.619975,0.326,2.76,0.3881,1,11,18,1,0.09710359955555108,8,False,False,False,False,False,False,False
2026-08-05 22:10:19,8362.11,17.446692,78.518229,17.443379,78.508325,1.111,0.71,0.0749,0,22,5,2,0.07854269156862485,8,False,True,False,False,False,False,False
2026-08-13 06:32:49,45294.99,19.069577,72.837701,19.055777,72.823791,2.116,1.67,0.1524,0,6,13,3,0.11133052060566441,8,False,False,False,False,False,False,True
2026-08-15 22:15:25,9785.27,28.660253,77.289492,28.638099,77.266069,3.354,0.85,0.2072,0,22,15,5,0.17063451922004017,8,True,False,False,False,False,False,False
2026-08-07 05:59:50,147994.12,28.616053,77.260118,28.625,77.248803,1.484,3.05,0.4323,1,5,7,4,0.17267741047274135,8,True,False,False,False,False,False,False
2026-07-31 23:40:43,11366.45,17.327269,78.554833,17.304578,78.496943,6.631,3.69,0.369,0,23,31,4,0.07814576111270854,7,False,True,False,False,False,False,False
2026-08-17 01:46:07,18877.62,32.769367,74.8471,32.760393,74.854509,1.213,2.09,0.3345,1,1,17,0,0.050235654426736415,8,False,False,True,False,False,False,False
2026-07-29 16:11:41,65832.5,28.672835,77.235547,28.671008,77.237522,0.28,4.37,0.3606,1,16,29,2,0.16912467539670026,7,True,False,False,False,False,False,False
2026-08-09 13:13:14,6946.89,28.106215,77.018174,28.09795,77.062837,4.468,5.26,0.5939,0,13,9,6,0.14324659232174763,8,False,False,False,False,False,True,False
2026-08-16 19:23:44,34551.49,28.140819,77.072571,28.140057,77.051348,2.079,4.19,0.2161,0,19,16,6,0.1494050319287113,8,False,False,False,False,False,True,False
2026-08-08 07:41:52,113307.09,32.698882,74.809021,32.656892,74.789092,5.019,2.99,0.4105,0,7,8,5,0.049439330687905916,8,False,False,True,False,False,False,False
2026-08-15 10:06:01,4590.61,32.729121,74.933707,32.725274,74.925649,0.865,1.05,0.4573,0,10,15,5,0.049880083721539716,8,False,False,True,False,False,False,False
2026-08-01 01:59:50,32961.56,13.015953,77.61445,13.053668,77.65759,6.268,1.73,0.5464,0,1,1,5,0.09527116245314712,8,False,False,False,False,False,False,False
2026-08-14 04:49:34,35806.01,23.97799,86.80424,23.982047,86.806054,0.486,5.65,0.1067,1,4,14,4,0.053071648027237336,8,False,False,False,True,False,False,False
2026-08-25 13:56:04,63576.88,12.992077,77.570033,13.01609,77.566782,2.689,0.98,0.0499,0,13,25,1,0.09676952316529217,8,False,False,False,False,False,False,False
2026-08-24 08:39:15,6900.53,28.654973,77.241855,28.656051,77.245513,0.376,2.85,0.4283,1,8,24,0,0.1702127525500977,8,True,False,False,False,False,False,False
2026-08-07 07:21:58,6294.92,17.452485,78.49863,17.454494,78.501107,0.344,4.93,0.3619,1,7,7,4,0.07835668105364611,8,False,True,False,False,False,False,False
2026-08-20 07:32:24,47769.17,13.016866,77.615648,13.017068,77.614586,0.117,9.73,0.1595,1,7,20,3,0.09683865712826308,8,False,False,False,False,False,False,False
2026-08-13 20:08:53,37297.56,23.97597,86.845942,23.974955,86.757045,9.017,1.73,0.4096,0,20,13,3,0.05290229818372827,8,False,False,False,True,False,False,False
2026-08-26 04:06:24,35438.08,19.075411,72.89287,19.119768,72.896293,4.937,5.0,0.2709,0,4,26,2,0.11158247387233262,8,False,False,False,False,False,False,True
2026-08-21 17:34:48,39383.14,28.621582,77.261428,28.62666,77.270731,1.067,0.72,0.3458,1,17,21,4,0.17123419895643244,8,True,False,False,False,False,False,False
2026-08-01 05:42:45,12733.26,22.521243,88.298678,22.532873,88.299389,1.293,2.41,0.5564,1,5,1,5,0.03526476990706723,8,False,False,False,False,True,False,False
2026-08-02 03:26:13,34734.17,19.086718,72.921252,19.088757,72.968501,4.961,4.4,0.3978,0,3,2,6,0.11023839933103254,8,False,False,False,False,False,False,True
2026-08-08 23:30:26,37137.4,19.030206,72.833256,19.03413,72.867489,3.618,0.22,0.4444,0,23,8,5,0.11165836993911105,8,False,False,False,False,False,False,True
2026-08-22 14:03:37,12261.43,19.061038,72.878756,19.103364,72.898498,5.134,1.34,0.2346,0,14,22,5,0.11182062168246838,8,False,False,False,False,False,False,True
2026-07-30 23:22:03,209473.38,28.136509,76.922357,28.130614,76.953884,3.155,3.39,0.5179,0,23,30,3,0.1412909434432965,7,False,False,False,False,False,True,False
2026-08-02 06:01:49,45306.97,12.955858,77.594391,12.959439,77.59985,0.712,0.68,0.5948,1,6,2,6,0.09729092635474851,8,False,False,False,False,False,False,False
2026-08-12 19:38:28,7255.87,28.670258,77.243106,28.719018,77.32192,9.392,9.82,0.3888,0,19,12,2,0.15819903896260645,8,True,False,False,False,False,False,False
2026-08-12 03:52:25,55393.03,19.074386,72.846443,19.099465,72.860142,3.133,5.97,0.286,0,3,12,2,0.11188540326991704,8,False,False,False,False,False,False,True
2026-08-23 17:20:56,9208.2,24.010866,86.862807,24.023053,86.859489,1.394,2.72,0.3905,1,17,23,6,0.05236943127323691,8,False,False,False,True,False,False,False
2026-08-19 15:17:48,63945.92,12.96055,77.529164,12.924748,77.53327,3.999,0.82,0.4425,0,15,19,2,0.0961693676941673,8,False,False,False,False,False,False,False
